"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"145","LPD 46","434.20000","434.20000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"146","LPD 47","434.22500","434.22500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"147","LPD 48","434.25000","434.25000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"148","LPD 49","434.27500","434.27500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"149","LPD 50","434.30000","434.30000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"150","LPD 51","434.32500","434.32500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"151","LPD 52","434.35000","434.35000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"152","LPD 53","434.37500","434.37500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"153","LPD 54","434.40000","434.40000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"154","LPD 55","434.42500","434.42500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"155","LPD 56","434.45000","434.45000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"156","LPD 57","434.47500","434.47500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"157","LPD 58","434.50000","434.50000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"158","LPD 59","434.52500","434.52500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"159","LPD 60","434.55000","434.55000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"160","LPD 61","434.57500","434.57500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"161","LPD 62","434.60000","434.60000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"162","LPD 63","434.62500","434.62500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"163","LPD 64","434.65000","434.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"164","LPD 65","434.67500","434.67500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"165","LPD 66","434.70000","434.70000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"166","LPD 67","434.72500","434.72500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"167","LPD 68","434.75000","434.75000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"168","LPD 69","434.77500","434.77500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"169","PMR 1 (Monitor)","446.00625","446.00625","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"170","PMR 2","446.01875","446.01875","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"171","PMR 3","446.03125","446.03125","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"172","PMR 4 (Droni)","446.04375","446.04375","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"173","PMR 5 (Scout)","446.05625","446.05625","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"174","PMR 6","446.06875","446.06875","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"175","PMR 7","446.08125","446.08125","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"176","PMR 8 (Chiam)","446.09375","446.09375","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","PMR","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"177","CH-01","156.05000","160.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"178","CH-02","156.10000","160.70000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"179","CH-03","156.15000","160.75000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"180","CH-04","156.20000","160.80000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"181","CH-05","156.25000","160.85000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"182","CH-06","156.30000","156.30000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"183","CH-07","156.35000","160.95000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"184","CH-08","156.40000","156.40000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"185","CH-09","156.45000","156.45000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"186","CH-10","156.50000","156.50000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"187","CH-11","156.55000","156.55000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"188","CH-12","156.60000","156.60000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"189","CH-13","156.65000","156.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"190","CH-14","156.70000","156.70000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"191","CH-15","156.75000","156.75000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"192","CH-16","156.80000","156.80000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"193","CH-17","156.85000","156.85000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"194","CH-18","156.90000","161.50000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"195","CH-19","156.95000","161.55000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"196","CH-20","157.00000","161.60000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"197","CH-21","157.05000","161.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"198","CH-22","157.10000","161.70000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"199","CH-23","157.15000","161.75000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"200","CH-24","157.20000","161.80000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"201","CH-25","157.25000","161.85000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"202","CH-26","157.30000","161.90000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"203","CH-27","157.35000","161.95000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"204","CH-28","157.40000","162.00000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"205","CH-60","156.02500","160.62500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"206","CH-61","156.07500","160.67500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"207","CH-62","156.12500","160.72500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"208","CH-63","156.17500","160.77500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"209","CH-64","156.22500","160.82500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"210","CH-65","156.27500","160.87500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"211","CH-66","156.32500","160.92500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"212","CH-67","156.37500","156.37500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"213","CH-68","156.42500","156.42500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"214","CH-69","156.47500","156.47500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"215","CH-70","156.52500","156.52500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"216","CH-71","156.57500","156.57500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"217","CH-72","156.62500","156.62500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"218","CH-73","156.67500","156.67500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"219","CH-74","156.72500","156.72500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
