"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"220","CH-75","156.77500","156.77500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"221","CH-76","156.82500","156.82500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"222","CH-77","156.87500","156.87500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"223","CH-78","156.92500","161.52500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"224","CH-79","156.97500","161.57500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"225","CH-80","157.02500","161.62500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"226","CH-81","157.07500","161.67500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"227","CH-82","157.12500","161.72500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"228","CH-83","157.17500","161.77500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"229","CH-84","157.22500","161.82500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"230","CH-85","157.27500","161.87500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"231","CH-86","157.32500","161.92500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"232","CH-87","157.37500","157.37500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"233","CH-88","157.42500","157.42500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"234","VVFF","440.00000","440.00000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"235","AeroAl-1","172.95000","172.95000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"236","AeroAl-2","173.05000","173.05000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"237","118 AL","460.05000","460.05000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"238","Elisoccorso","460.30000","460.30000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"239","118 SV","460.07500","460.07500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"240","115 AL 1","422.73125","422.73125","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"241","115 AL 2","444.65000","444.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"242","115 AL 3","434.71250","434.71250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"243","115 SV 1","434.80000","434.80000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"244","115 SV 2","444.46250","444.46250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Emerg. 1","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"245","AL-Casale","145.68750","145.08750","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"246","AL-IR1ZZZ-Bric","145.75000","145.15000","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"247","AL-Fracconalto","145.76250","145.16250","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"248","AL-IR1ZXO-Novi","145.77500","145.17500","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"249","AL-Acqui","430.22500","431.82500","A-Analog","High","12.5K","94.8","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"250","AL-IR1ZWG-Giarol","430.23750","431.83750","A-Analog","High","12.5K","123.0","123.0","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"251","AL-Belforte","430.36250","431.96250","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"252","AL-IR1UIY-Giarol","430.76250","435.76250","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"253","AL-IR1ZWB-M.Giar","431.31250","432.91250","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"254","AL-Coniolo","431.46250","433.06250","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"255","AL-IR1ZWG-M","431.47500","433.07500","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"256","AL-IZ1MLJ-Lussit","431.56250","433.16250","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"257","AT-Asti","145.63750","145.03750","A-Analog","High","12.5K","88.5","88.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"258","AT-IR1ZWN-Roccav","145.66250","145.06250","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"259","AT-IR1J-M.Dagno-","145.71250","145.11250","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"260","AT-IR1ZXV-Costig","145.73750","145.13750","A-Analog","High","12.5K","82.5","82.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"261","AT-IR1ZZI-Mongar","430.12500","431.72500","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"262","AT-IR1ZZI-Coccon","430.33750","431.93750","A-Analog","High","12.5K","127.3","127.3","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"263","GE-IR1ZZA-Sestri","145.61250","145.01250","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"264","GE-IR1W-M.Figogn","145.70000","145.10000","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"265","GE-IR1T-M.Fasce","145.72500","145.12500","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"266","GE-IR1ED-Rapallo","145.75000","145.15000","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"267","GE-IR1UR-Rapallo","430.10000","431.70000","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"268","GE-IR1UT-M.Fasce","430.12500","431.72500","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
